Path,QAID,Objective,Priority,Bug,Result,Build,Mark,Tester,Autotested,Platform,BIOS,Comment
/FortiProxy/7.4.0/Sanity/Bridge-mode/Policy-Matching/TP-Basic/,,Verify policy Matching the TP-polocy with sepcific serivces + NAT – DENY,Critical,,Untested,,,Leonardo Chen,No,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
/FortiProxy/7.4.0/Sanity/Bridge-mode/Policy-Matching/TP-Basic/dnat/,2000,Verify policy Matching the TP-polocy with VIP @kernel - ACCEPT,Critical,,Untested,,,Leonardo Chen,No,,,
/FortiProxy/7.4.0/Sanity/Bridge-mode/Policy-Matching/TP-Basic/dnat/,2001,Verify policy Matching the TP-polocy with VIP @kernel - DENY,Critical,,Untested,,,Leonardo Chen,No,,,
/FortiProxy/7.4.0/Sanity/Bridge-mode/Policy-Matching/TP-Basic/dnat/,2002,Verify policy Matching the TP-polocy with VIP @kernel - REDIRECT,Critical,,Untested,,,Leonardo Chen,No,,,
/FortiProxy/7.4.0/Sanity/Bridge-mode/Policy-Matching/TP-Basic/dnat/,2003,Verify policy Matching the TP-polocy with VIP @kernel - ISOLATE,Critical,,Untested,,,Leonardo Chen,No,,,
/FortiProxy/7.4.0/Sanity/Bridge-mode/Policy-Matching/TP-Basic/dnat/,2004,Verify policy Matching the TP-polocy with VIP @kernel + wad - ACCEPT,Critical,,Untested,,,Leonardo Chen,No,,,
/FortiProxy/7.4.0/Sanity/Bridge-mode/Policy-Matching/TP-Basic/dnat/,2005,Verify policy Matching the TP-polocy with VIP @kernel + wad - DENY,Critical,,Untested,,,Leonardo Chen,No,,,
/FortiProxy/7.4.0/Sanity/Bridge-mode/Policy-Matching/TP-Basic/dnat/,2006,Verify policy Matching the TP-polocy with VIP @kernel + wad – REDIRECT,Critical,,Untested,,,Leonardo Chen,No,,,
/FortiProxy/7.4.0/Sanity/Bridge-mode/Policy-Matching/TP-Basic/dnat/,2007,Verify policy Matching the TP-polocy with VIP @kernel + wad - ISOLATE,Critical,,Untested,,,Leonardo Chen,No,,,
/FortiProxy/7.4.0/Sanity/Bridge-mode/Policy-Matching/TP-Basic/dnat/,2008,Verify policy Matching the TP-polocy with VIP @wad only - ACCEPT,Critical,,Untested,,,Leonardo Chen,No,,,
/FortiProxy/7.4.0/Sanity/Bridge-mode/Policy-Matching/TP-Basic/dnat/,2009,Verify policy Matching the TP-polocy with VIP @wad only - DENY,Critical,,Untested,,,Leonardo Chen,No,,,
/FortiProxy/7.4.0/Sanity/Bridge-mode/Policy-Matching/TP-Basic/dnat/,2010,Verify policy Matching the TP-polocy with VIP @wad only – REDIRECT,Critical,,Untested,,,Leonardo Chen,No,,,
/FortiProxy/7.4.0/Sanity/Bridge-mode/Policy-Matching/TP-Basic/dnat/,2011,Verify policy Matching the TP-polocy with VIP @wad only - ISOLATE,Critical,,Untested,,,Leonardo Chen,No,,,
/FortiProxy/7.4.0/Sanity/Bridge-mode/Policy-Matching/TP-Basic/dnat/,2012,Verify policy Matching the TP-polocy with VIP +auth - ACCEPT,Critical,,Untested,,,Leonardo Chen,No,,,
/FortiProxy/7.4.0/Sanity/Bridge-mode/Policy-Matching/TP-Basic/dnat/,2013,Verify policy Matching the TP-polocy with VIP +auth + wad - DENY,Critical,,Untested,,,Leonardo Chen,No,,,
/FortiProxy/7.4.0/Sanity/Bridge-mode/Policy-Matching/TP-Basic/dnat/,2014,Verify policy Matching the TP-polocy with VIP +auth + wad – REDIRECT,Critical,,Untested,,,Leonardo Chen,No,,,
/FortiProxy/7.4.0/Sanity/Bridge-mode/Policy-Matching/TP-Basic/dnat/,2015,Verify policy Matching the TP-polocy with VIP +auth - ISOLATE,Critical,,Untested,,,Leonardo Chen,No,,,
/FortiProxy/7.4.0/Sanity/Bridge-mode/Policy-Matching/TP-Basic/dnat/,2016,Verify policy Matching the TP-polocy with VIP @wad only +auth - ACCEPT,Critical,,Untested,,,Leonardo Chen,No,,,
